location_id,location_name,origin_crs,origin_station_name,destination_id,destination_name,destination_planner_id,measurement_date,window_start_local,window_end_local,search_times_local,status,reason
bradford,Bradford,BDI,Bradford Interchange,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bradford,Bradford,BDI,Bradford Interchange,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
burnley,Burnley,BYM,Burnley Manchester Road,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
burnley,Burnley,BYM,Burnley Manchester Road,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
burton-on-trent,Burton-on-Trent,BUT,Burton-on-Trent,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
burton-on-trent,Burton-on-Trent,BUT,Burton-on-Trent,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
cardiff,Cardiff,CDF,Cardiff Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
cardiff,Cardiff,CDF,Cardiff Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
chester,Chester,CTR,Chester,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
chester,Chester,CTR,Chester,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
chesterfield,Chesterfield,CHD,Chesterfield,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
chesterfield,Chesterfield,CHD,Chesterfield,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
coventry,Coventry,COV,Coventry,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
coventry,Coventry,COV,Coventry,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
darlington,Darlington,DAR,Darlington,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
darlington,Darlington,DAR,Darlington,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
derby,Derby,DBY,Derby,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
derby,Derby,DBY,Derby,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
doncaster,Doncaster,DON,Doncaster,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
doncaster,Doncaster,DON,Doncaster,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
gateshead,Gateshead,HEW,Heworth,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
gateshead,Gateshead,HEW,Heworth,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
gloucester,Gloucester,GCR,Gloucester,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
gloucester,Gloucester,GCR,Gloucester,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
halifax,Halifax,HFX,Halifax,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
halifax,Halifax,HFX,Halifax,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
hartlepool,Hartlepool,HPL,Hartlepool,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
hartlepool,Hartlepool,HPL,Hartlepool,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
huddersfield,Huddersfield,HUD,Huddersfield,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
huddersfield,Huddersfield,HUD,Huddersfield,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
hull-kingston-upon-hull,Hull (Kingston upon Hull),HUL,Hull,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
hull-kingston-upon-hull,Hull (Kingston upon Hull),HUL,Hull,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
ipswich,Ipswich,IPS,Ipswich,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
ipswich,Ipswich,IPS,Ipswich,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
kettering,Kettering,KET,Kettering,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
kettering,Kettering,KET,Kettering,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
lancaster,Lancaster,LAN,Lancaster,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
lancaster,Lancaster,LAN,Lancaster,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
leeds,Leeds,LDS,Leeds,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
leeds,Leeds,LDS,Leeds,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
leicester,Leicester,LEI,Leicester,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
leicester,Leicester,LEI,Leicester,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
lincoln,Lincoln,LCN,Lincoln,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
lincoln,Lincoln,LCN,Lincoln,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
liverpool,Liverpool,LIV,Liverpool Lime Street,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
liverpool,Liverpool,LIV,Liverpool Lime Street,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
loughborough,Loughborough,LBO,Loughborough,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
loughborough,Loughborough,LBO,Loughborough,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
manchester,Manchester,MAN,Manchester Piccadilly,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
manchester,Manchester,MAN,Manchester Piccadilly,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
merthyr-tydfil,Merthyr Tydfil,MER,Merthyr Tydfil,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
merthyr-tydfil,Merthyr Tydfil,MER,Merthyr Tydfil,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
middlesbrough,Middlesbrough,MBR,Middlesbrough,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
middlesbrough,Middlesbrough,MBR,Middlesbrough,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
neath,Neath,NTH,Neath,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
neath,Neath,NTH,Neath,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
newcastle-upon-tyne,Newcastle upon Tyne,NCL,Newcastle,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
newcastle-upon-tyne,Newcastle upon Tyne,NCL,Newcastle,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
newport,Newport,NWP,Newport (South Wales),london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
newport,Newport,NWP,Newport (South Wales),birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
northampton,Northampton,NMP,Northampton,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
northampton,Northampton,NMP,Northampton,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
norwich,Norwich,NRW,Norwich,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
norwich,Norwich,NRW,Norwich,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
nottingham,Nottingham,NOT,Nottingham,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
nottingham,Nottingham,NOT,Nottingham,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
peterborough,Peterborough,PBO,Peterborough,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
peterborough,Peterborough,PBO,Peterborough,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
plymouth,Plymouth,PLY,Plymouth,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
plymouth,Plymouth,PLY,Plymouth,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
portsmouth,Portsmouth,PMS,Portsmouth & Southsea,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
portsmouth,Portsmouth,PMS,Portsmouth & Southsea,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
preston,Preston,PRE,Preston (Lancs),london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
preston,Preston,PRE,Preston (Lancs),birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
rotherham,Rotherham,RMC,Rotherham Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
rotherham,Rotherham,RMC,Rotherham Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
salford,Salford,SFD,Salford Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
salford,Salford,SFD,Salford Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
sheffield,Sheffield,SHF,Sheffield,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
sheffield,Sheffield,SHF,Sheffield,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
shrewsbury,Shrewsbury,SHR,Shrewsbury,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
shrewsbury,Shrewsbury,SHR,Shrewsbury,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
st-helens,St Helens,SNH,St Helens Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
st-helens,St Helens,SNH,St Helens Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stafford,Stafford,STA,Stafford,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stafford,Stafford,STA,Stafford,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stockport,Stockport,SPT,Stockport,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stockport,Stockport,SPT,Stockport,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stockton-on-tees,Stockton-on-Tees,STK,Stockton,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stockton-on-tees,Stockton-on-Tees,STK,Stockton,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stoke-on-trent,Stoke-on-Trent,SOT,Stoke-on-Trent,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
stoke-on-trent,Stoke-on-Trent,SOT,Stoke-on-Trent,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
sunderland,Sunderland,SUN,Sunderland,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
sunderland,Sunderland,SUN,Sunderland,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
swansea,Swansea,SWA,Swansea,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
swansea,Swansea,SWA,Swansea,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
swindon,Swindon,SWI,Swindon (Wilts),london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
