scope,left_measure,right_measure,method,observations,coefficient,interpretation
all candidates,green,national_rail_effective_minutes_mean,spearman,83,-0.171704,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,buy_price,pearson,83,0.264469,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,buy_price,spearman,83,0.331388,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,one_bed_rent,pearson,83,0.307244,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,one_bed_rent,spearman,83,0.354385,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,recorded_offence_rate_mean,pearson,83,-0.292185,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,recorded_offence_rate_mean,spearman,83,-0.259141,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,local_transport_connectivity,pearson,83,-0.130545,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,local_transport_connectivity,spearman,83,-0.174615,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,national_rail_effective_minutes_mean,pearson,83,-0.111415,diagnostic only; the method was not tuned to reduce correlation
all candidates,housing_environment,national_rail_effective_minutes_mean,spearman,83,-0.090092,diagnostic only; the method was not tuned to reduce correlation
England,environment_index_0_100,official_country_environment_domain_rank_percentile,pearson,73,0.658145,within-country validation only; domain definitions differ
England,environment_index_0_100,official_country_environment_domain_rank_percentile,spearman,73,0.621457,within-country validation only; domain definitions differ
Wales,environment_index_0_100,official_country_environment_domain_rank_percentile,pearson,10,0.190432,within-country validation only; domain definitions differ
Wales,environment_index_0_100,official_country_environment_domain_rank_percentile,spearman,10,0.224242,within-country validation only; domain definitions differ
