location_id,violenceSexualIndicator,asbIndicator,geography,score,confidence,reason
plymouth,4645,2025,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,1,Medium,"Identical-radius centre proxy: 4645 violence/sexual-offence and 2025 ASB records in 12 months; relative composite places it in screening band 1/5, but this is not a population-normalised town or neighbourhood rate."
portsmouth,4741,1484,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,2,Medium,"Identical-radius centre proxy: 4741 violence/sexual-offence and 1484 ASB records in 12 months; relative composite places it in screening band 2/5, but this is not a population-normalised town or neighbourhood rate."
preston,3087,2352,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,2,Medium,"Identical-radius centre proxy: 3087 violence/sexual-offence and 2352 ASB records in 12 months; relative composite places it in screening band 2/5, but this is not a population-normalised town or neighbourhood rate."
rotherham,1825,846,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 1825 violence/sexual-offence and 846 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
salford,,,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,,Low,Unknown: Greater Manchester Police crime data are unavailable on Police.uk; sparse point-query returns are cross-force records and cannot support a comparable indicator.
sheffield,4093,2297,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,1,Medium,"Identical-radius centre proxy: 4093 violence/sexual-offence and 2297 ASB records in 12 months; relative composite places it in screening band 1/5, but this is not a population-normalised town or neighbourhood rate."
shrewsbury,1093,356,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,5,Medium,"Identical-radius centre proxy: 1093 violence/sexual-offence and 356 ASB records in 12 months; relative composite places it in screening band 5/5, but this is not a population-normalised town or neighbourhood rate."
st-helens,2022,523,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 2022 violence/sexual-offence and 523 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
stafford,1575,693,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,5,Medium,"Identical-radius centre proxy: 1575 violence/sexual-offence and 693 ASB records in 12 months; relative composite places it in screening band 5/5, but this is not a population-normalised town or neighbourhood rate."
stockport,,,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,,Low,Unknown: Greater Manchester Police crime data are unavailable on Police.uk; sparse point-query returns are cross-force records and cannot support a comparable indicator.
stockton-on-tees,2853,1260,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,3,Medium,"Identical-radius centre proxy: 2853 violence/sexual-offence and 1260 ASB records in 12 months; relative composite places it in screening band 3/5, but this is not a population-normalised town or neighbourhood rate."
stoke-on-trent,2370,1510,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,3,Medium,"Identical-radius centre proxy: 2370 violence/sexual-offence and 1510 ASB records in 12 months; relative composite places it in screening band 3/5, but this is not a population-normalised town or neighbourhood rate."
sunderland,2043,1312,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,3,Medium,"Identical-radius centre proxy: 2043 violence/sexual-offence and 1312 ASB records in 12 months; relative composite places it in screening band 3/5, but this is not a population-normalised town or neighbourhood rate."
swansea,2514,880,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,3,Medium,"Identical-radius centre proxy: 2514 violence/sexual-offence and 880 ASB records in 12 months; relative composite places it in screening band 3/5, but this is not a population-normalised town or neighbourhood rate."
swindon,2502,1707,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,2,Medium,"Identical-radius centre proxy: 2502 violence/sexual-offence and 1707 ASB records in 12 months; relative composite places it in screening band 2/5, but this is not a population-normalised town or neighbourhood rate."
telford,1223,438,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,5,Medium,"Identical-radius centre proxy: 1223 violence/sexual-offence and 438 ASB records in 12 months; relative composite places it in screening band 5/5, but this is not a population-normalised town or neighbourhood rate."
torbay,2517,940,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,3,Medium,"Identical-radius centre proxy: 2517 violence/sexual-offence and 940 ASB records in 12 months; relative composite places it in screening band 3/5, but this is not a population-normalised town or neighbourhood rate."
wakefield,2844,612,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 2844 violence/sexual-offence and 612 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
walsall,3067,263,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 3067 violence/sexual-offence and 263 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
warrington,2355,452,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 2355 violence/sexual-offence and 452 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
wigan,,,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,,Low,Unknown: Greater Manchester Police crime data are unavailable on Police.uk; sparse point-query returns are cross-force records and cannot support a comparable indicator.
wolverhampton,3338,346,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 3338 violence/sexual-offence and 346 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
worcester,2289,935,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 2289 violence/sexual-offence and 935 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
wrexham,2095,936,data.police.uk street-crime records within 1 mile of Postcodes.io place centroid,4,Medium,"Identical-radius centre proxy: 2095 violence/sexual-offence and 936 ASB records in 12 months; relative composite places it in screening band 4/5, but this is not a population-normalised town or neighbourhood rate."
