location_id,proxyMonthly,affordabilityScore,affordabilityConfidence,oneBedCount,marketScore,stockScore,screenScore,priorityScore,confidenceComposite,unknowns,affordabilityReason
st-helens,590,3,Medium,24,2,1.5,54.5,42,2,0,Official one-bedroom modelled average for St. Helens LA; underlying observation count is not published in the table.
stafford,629,3,Medium,20,2,1.5,71.5,57,2,0,Official one-bedroom modelled average for Stafford LA; underlying observation count is not published in the table.
stockport,807,1,Medium,89,4,3.5,60.588235294117645,41.25,2,1,Official one-bedroom modelled average for Stockport LA; underlying observation count is not published in the table.
stockton-on-tees,537,5,Medium,36,3,2.5,61.5,48,1.7142857142857142,0,Official one-bedroom modelled average for Stockton-on-Tees LA; underlying observation count is not published in the table.
stoke-on-trent,515,5,Medium,53,3,2.5,65.5,48,1.8571428571428572,0,Official one-bedroom modelled average for Stoke-on-Trent LA; underlying observation count is not published in the table.
sunderland,521,5,Medium,56,3,2.5,62.5,51,1.8571428571428572,0,Official one-bedroom modelled average for Sunderland LA; underlying observation count is not published in the table.
swansea,684,3,Medium,16,2,1.5,61.5,51,2.142857142857143,0,Official one-bedroom modelled average for Swansea LA; underlying observation count is not published in the table.
swindon,816,1,Medium,121,4,3.5,56.5,36,1.8571428571428572,0,Official one-bedroom modelled average for Swindon LA; underlying observation count is not published in the table.
telford,600,3,Medium,22,2,1.5,63.5,51,2,0,Official one-bedroom modelled average for Telford and Wrekin LA; underlying observation count is not published in the table and the LA is broader than the named town.
torbay,617,3,Medium,51,3,2.5,64.5,51,1.8571428571428572,0,Official one-bedroom modelled average for Torbay LA; underlying observation count is not published in the table.
wakefield,572,5,Medium,46,3,2.5,69.5,54,2,0,Official one-bedroom modelled average for Wakefield LA; underlying observation count is not published in the table.
walsall,648,3,Medium,44,3,2.5,62.5,45,2,0,Official one-bedroom modelled average for Walsall LA; underlying observation count is not published in the table.
warrington,670,3,Medium,40,3,2.5,65.5,48,1.8571428571428572,0,Official one-bedroom modelled average for Warrington LA; underlying observation count is not published in the table.
wigan,541,5,Medium,23,2,1.5,67.6470588235294,56.25,1.8571428571428572,1,Official one-bedroom modelled average for Wigan LA; underlying observation count is not published in the table.
wolverhampton,671,3,Medium,94,4,3.5,65.5,45,2,0,Official one-bedroom modelled average for Wolverhampton LA; underlying observation count is not published in the table.
worcester,709,1,Medium,52,3,2.5,66.5,51,1.8571428571428572,0,Official one-bedroom modelled average for Worcester LA; underlying observation count is not published in the table.
wrexham,594,3,Medium,11,2,1.5,60.5,48,2,0,Official one-bedroom modelled average for Wrexham LA; underlying observation count is not published in the table.
