location_id,proxyMedian,transactions,affordabilityScore,affordabilityConfidence,oneBedCount,marketScore,stockScore,screenScore,priorityScore,confidenceComposite,unknowns,affordabilityReason
st-helens,94000,146,5,High,9,1,1,59,48,2.142857142857143,0,"Median of 146 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
stafford,125000,203,3,High,20,2,1.5,71.5,57,2.142857142857143,0,"Median of 203 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
stockport,165000,830,1,High,41,3,2.5,57.05882352941177,41.25,2.142857142857143,1,"Median of 830 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
stockton-on-tees,78000,188,5,High,14,2,1.5,58.5,48,1.8571428571428572,0,"Median of 188 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
stoke-on-trent,85000,346,5,High,26,3,2.5,65.5,48,2,0,"Median of 346 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
sunderland,79000,363,5,High,49,3,2.5,62.5,51,2,0,"Median of 363 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
swansea,130000,455,3,High,25,3,2.5,64.5,51,2.2857142857142856,0,"Median of 455 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
swindon,148500,906,1,High,87,4,3.5,56.5,36,2,0,"Median of 906 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
telford,113500,180,3,High,31,3,2.5,66.5,51,2.142857142857143,0,"Median of 180 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
torbay,148000,936,1,High,165,4,3.5,61.5,45,2,0,"Median of 936 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
wakefield,116000,273,3,High,46,3,2.5,63.5,48,2.142857142857143,0,"Median of 273 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
walsall,119975,404,3,High,36,3,2.5,62.5,45,2.142857142857143,0,"Median of 404 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
warrington,123250,498,3,High,56,3,2.5,65.5,48,2,0,"Median of 498 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
wigan,103750,200,5,High,15,2,1.5,67.6470588235294,56.25,2,1,"Median of 200 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
wolverhampton,117500,462,3,High,51,3,2.5,62.5,45,2.142857142857143,0,"Median of 462 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
worcester,145500,466,1,High,52,3,2.5,66.5,51,2,0,"Median of 466 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
wrexham,112500,186,3,High,3,1,1,59,48,2.142857142857143,0,"Median of 186 achieved standard flat/maisonette sales; this is an all-size flat screening proxy, not a one-bedroom estimate."
