location_id,category,csp_code,csp_name,force_code,force_name,period_start,period_end,count,population,population_period,population_rounding,published_rate_per_1000,force_count,force_unallocated_count,coverage,evidence_id,source_url,retrieval_date,source_cells,source_sha256
bradford,violence_against_person,E22000342,Bradford,E23000010,West Yorkshire,2025-04-01,2026-03-31,29089,563600,mid-2024,nearest 100,51.612388108693146,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H398; Table C4!G398; Table C4!J398,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
bradford,sexual_offences,E22000342,Bradford,E23000010,West Yorkshire,2025-04-01,2026-03-31,2697,563600,mid-2024,nearest 100,4.7852662769137968,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N398; Table C4!G398; Table C4!P398,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
burnley,violence_against_person,E22000152,Burnley,E23000003,Lancashire,2025-04-01,2026-03-31,4196,99200,mid-2024,nearest 100,42.284320740076389,56236,980,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H179; Table C4!G179; Table C4!J179,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
burnley,sexual_offences,E22000152,Burnley,E23000003,Lancashire,2025-04-01,2026-03-31,440,99200,mid-2024,nearest 100,4.4340088478631099,5950,183,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N179; Table C4!G179; Table C4!P179,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
burton-on-trent,violence_against_person,E22000264,East Staffordshire,E23000015,Staffordshire,2025-04-01,2026-03-31,3921,129700,mid-2024,nearest 100,30.240862570280505,37896,450,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H314; Table C4!G314; Table C4!J314,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
burton-on-trent,sexual_offences,E22000264,East Staffordshire,E23000015,Staffordshire,2025-04-01,2026-03-31,390,129700,mid-2024,nearest 100,3.0078899266537609,4261,76,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N314; Table C4!G314; Table C4!P314,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
cardiff,violence_against_person,W14000015,Cardiff,W15000003,South Wales,2025-04-01,2026-03-31,11438,383900,mid-2024,nearest 100,29.792742740005053,41549,290,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H300; Table C4!G300; Table C4!J300,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
cardiff,sexual_offences,W14000015,Cardiff,W15000003,South Wales,2025-04-01,2026-03-31,1344,383900,mid-2024,nearest 100,3.5007384370140575,4678,55,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N300; Table C4!G300; Table C4!P300,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
chester,violence_against_person,E22000355,Cheshire West and Chester,E23000006,Cheshire,2025-04-01,2026-03-31,11286,371700,mid-2024,nearest 100,30.367117626166412,34480,77,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H31; Table C4!G31; Table C4!J31,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
chester,sexual_offences,E22000355,Cheshire West and Chester,E23000006,Cheshire,2025-04-01,2026-03-31,1343,371700,mid-2024,nearest 100,3.6135955140830669,4133,65,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N31; Table C4!G31; Table C4!P31,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
chesterfield,violence_against_person,E22000039,Chesterfield,E23000018,Derbyshire,2025-04-01,2026-03-31,4779,106000,mid-2024,nearest 100,45.065773963883252,36884,359,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H53; Table C4!G53; Table C4!J53,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
chesterfield,sexual_offences,E22000039,Chesterfield,E23000018,Derbyshire,2025-04-01,2026-03-31,414,106000,mid-2024,nearest 100,3.9040030175868736,3886,63,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N53; Table C4!G53; Table C4!P53,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
coventry,violence_against_person,E22000336,Coventry,E23000014,West Midlands,2025-04-01,2026-03-31,12676,369000,mid-2024,nearest 100,34.349883206061364,120341,1301,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H390; Table C4!G390; Table C4!J390,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
coventry,sexual_offences,E22000336,Coventry,E23000014,West Midlands,2025-04-01,2026-03-31,1428,369000,mid-2024,nearest 100,3.8696460412003493,12069,233,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N390; Table C4!G390; Table C4!P390,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
darlington,violence_against_person,E22000072,Darlington,E23000008,Durham,2025-04-01,2026-03-31,3940,112500,mid-2024,nearest 100,35.025646952146431,22999,186,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H78; Table C4!G78; Table C4!J78,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
darlington,sexual_offences,E22000072,Darlington,E23000008,Durham,2025-04-01,2026-03-31,456,112500,mid-2024,nearest 100,4.0537296980149176,2536,66,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N78; Table C4!G78; Table C4!P78,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
derby,violence_against_person,E22000040,Derby,E23000018,Derbyshire,2025-04-01,2026-03-31,12677,274100,mid-2024,nearest 100,46.241277553447219,36884,359,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H54; Table C4!G54; Table C4!J54,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
derby,sexual_offences,E22000040,Derby,E23000018,Derbyshire,2025-04-01,2026-03-31,1340,274100,mid-2024,nearest 100,4.8878529558743606,3886,63,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N54; Table C4!G54; Table C4!P54,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
doncaster,violence_against_person,E22000260,Doncaster,E23000011,South Yorkshire,2025-04-01,2026-03-31,13910,319800,mid-2024,nearest 100,43.500695823495384,54042,641,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H308; Table C4!G308; Table C4!J308,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
doncaster,sexual_offences,E22000260,Doncaster,E23000011,South Yorkshire,2025-04-01,2026-03-31,1345,319800,mid-2024,nearest 100,4.2062139383609836,5705,389,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N308; Table C4!G308; Table C4!P308,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
gateshead,violence_against_person,E22000244,Gateshead,E23000007,Northumbria,2025-04-01,2026-03-31,6204,202800,mid-2024,nearest 100,30.59775103570724,49092,695,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H283; Table C4!G283; Table C4!J283,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
gateshead,sexual_offences,E22000244,Gateshead,E23000007,Northumbria,2025-04-01,2026-03-31,698,202800,mid-2024,nearest 100,3.4424935884789898,5861,110,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N283; Table C4!G283; Table C4!P283,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
gloucester,violence_against_person,E22000096,Gloucester,E23000037,Gloucestershire,2025-04-01,2026-03-31,6098,138600,mid-2024,nearest 100,43.997748885265302,18177,535,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H106; Table C4!G106; Table C4!J106,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
gloucester,sexual_offences,E22000096,Gloucester,E23000037,Gloucestershire,2025-04-01,2026-03-31,573,138600,mid-2024,nearest 100,4.1342587916131546,2250,321,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N106; Table C4!G106; Table C4!P106,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
halifax,violence_against_person,E22000343,Calderdale,E23000010,West Yorkshire,2025-04-01,2026-03-31,9616,210900,mid-2024,nearest 100,45.588800022756473,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H399; Table C4!G399; Table C4!J399,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
halifax,sexual_offences,E22000343,Calderdale,E23000010,West Yorkshire,2025-04-01,2026-03-31,911,210900,mid-2024,nearest 100,4.3189888540693788,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N399; Table C4!G399; Table C4!P399,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
hartlepool,violence_against_person,E22000027,Hartlepool,E23000013,Cleveland,2025-04-01,2026-03-31,4628,98200,mid-2024,nearest 100,47.137909961295577,26600,5,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H37; Table C4!G37; Table C4!J37,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
hartlepool,sexual_offences,E22000027,Hartlepool,E23000013,Cleveland,2025-04-01,2026-03-31,550,98200,mid-2024,nearest 100,5.601955591770218,3025,4,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N37; Table C4!G37; Table C4!P37,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
huddersfield,violence_against_person,E22000344,Kirklees,E23000010,West Yorkshire,2025-04-01,2026-03-31,17379,447800,mid-2024,nearest 100,38.805663541343364,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H400; Table C4!G400; Table C4!J400,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
huddersfield,sexual_offences,E22000344,Kirklees,E23000010,West Yorkshire,2025-04-01,2026-03-31,1716,447800,mid-2024,nearest 100,3.8316657251248754,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N400; Table C4!G400; Table C4!P400,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
hull-kingston-upon-hull,violence_against_person,E22000134,"Kingston upon Hull, City of",E23000012,Humberside,2025-04-01,2026-03-31,13737,275400,mid-2024,nearest 100,49.879993173590506,37886,3542,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H158; Table C4!G158; Table C4!J158,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
hull-kingston-upon-hull,sexual_offences,E22000134,"Kingston upon Hull, City of",E23000012,Humberside,2025-04-01,2026-03-31,1186,275400,mid-2024,nearest 100,4.3064476890062133,3405,312,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N158; Table C4!G158; Table C4!P158,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
ipswich,violence_against_person,E22000273,Ipswich,E23000025,Suffolk,2025-04-01,2026-03-31,4850,140300,mid-2024,nearest 100,34.57518855953348,18203,239,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H324; Table C4!G324; Table C4!J324,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
ipswich,sexual_offences,E22000273,Ipswich,E23000025,Suffolk,2025-04-01,2026-03-31,658,140300,mid-2024,nearest 100,4.6908193963243372,2654,66,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N324; Table C4!G324; Table C4!P324,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
kettering,violence_against_person,E22000236,Kettering,E23000022,Northamptonshire,2025-04-01,2026-03-31,3309,110100,mid-2024,nearest 100,30.051493492929861,22501,172,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H278; Table C4!G278; Table C4!J278,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
kettering,sexual_offences,E22000236,Kettering,E23000022,Northamptonshire,2025-04-01,2026-03-31,439,110100,mid-2024,nearest 100,3.9868859605307372,3069,68,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N278; Table C4!G278; Table C4!P278,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
lancaster,violence_against_person,E22000156,Lancaster,E23000003,Lancashire,2025-04-01,2026-03-31,4313,145000,mid-2024,nearest 100,29.743596816683446,56236,980,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H183; Table C4!G183; Table C4!J183,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
lancaster,sexual_offences,E22000156,Lancaster,E23000003,Lancashire,2025-04-01,2026-03-31,461,145000,mid-2024,nearest 100,3.1791787926016855,5950,183,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N183; Table C4!G183; Table C4!P183,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
leeds,violence_against_person,E22000345,Leeds,E23000010,West Yorkshire,2025-04-01,2026-03-31,37929,845200,mid-2024,nearest 100,44.876353099720895,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H401; Table C4!G401; Table C4!J401,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
leeds,sexual_offences,E22000345,Leeds,E23000010,West Yorkshire,2025-04-01,2026-03-31,3697,845200,mid-2024,nearest 100,4.3741695644406162,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N401; Table C4!G401; Table C4!P401,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f
