relative_path,original_url,request_query,retrieved_at,data_period,sha256,byte_size,mime_type,publisher,licence_or_terms,coverage_limitations
market-stock/search/tenby-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1326&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1326&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:47.239386+00:00,Snapshot 2026-09-14,760633675adcad884136cb92331cb0c85ac753e64e4cf480e7bcde34e12a171c,732548,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/tenby-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1326&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1326&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:47.962024+00:00,Snapshot 2026-09-14,4022d644a1da4dd50daaa35ac4e66615c7bc7ec528b5c9c61a9eacafe955a2fc,321966,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/resolver/chepstow.json,https://los.rightmove.co.uk/typeahead?query=Chepstow,GET /typeahead?query=Chepstow; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:48.573033+00:00,Snapshot 2026-09-14,2d1743f058b998457873aacd246d24a8100cc22001772a72914355e0e25b8001,2983,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/chepstow-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E309&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E309&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:48.798750+00:00,Snapshot 2026-09-14,6ce7cd2c0e8f4f0161078bc716693d31eadf205b785bbe39bea113fa6db41c9e,492168,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/chepstow-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E309&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E309&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:49.507235+00:00,Snapshot 2026-09-14,5618e15f8974a373475428cca313a8e4483e939bf1e2d8e961013b07c38d841d,372021,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/resolver/hay-on-wye.json,https://los.rightmove.co.uk/typeahead?query=Hay+on+Wye,GET /typeahead?query=Hay%20on%20Wye; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:50.175767+00:00,Snapshot 2026-09-14,10f0d30e4787e6b036e29ec668324be8380bf4d5c6c8bf127e09631675c443e7,993,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/hay-on-wye-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E12165&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E12165&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:50.373995+00:00,Snapshot 2026-09-14,bdf9713716f4fde5167e90b0ad7c57c75811fc688986f04c2fd89079906bd881,430839,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/hay-on-wye-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E12165&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E12165&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:51.261808+00:00,Snapshot 2026-09-14,059ed592dcd89b9c1162c817f694df8b90f346363f2c88e058f181fbbae77eaf,294595,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/resolver/narberth.json,https://los.rightmove.co.uk/typeahead?query=Narberth,GET /typeahead?query=Narberth; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:51.873109+00:00,Snapshot 2026-09-14,ead55bd7d0b6fb964e1bab17b681cf97d40aadd2a7887cf63fae883fd1dfea5a,3692,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/narberth-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E967&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E967&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:52.338596+00:00,Snapshot 2026-09-14,7e9f39edee3f720437424245a06f90a753ae1a93c2f71810cba49663f64dde4a,383793,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/narberth-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E967&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E967&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:53.253723+00:00,Snapshot 2026-09-14,f854752b25112d2d392b1cbf73bc6a64bc4bf4affc1d36c81ea8f2179813cf34,294940,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
