location_id,destination_id,origin_crs,destination_crs,measurement_date,selection_window_start_local,selection_window_end_local,planner_search_times,query_timestamp_local,selected_departure_local,selected_arrival_local,elapsed_minutes,changes,frequency_window_start_local,frequency_window_end_local,usable_departures_in_window,source_url,raw_capture_path,retrieval_timestamp,confidence,evidence_id,reason
bradford,birmingham,BDI,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:20+01:00,2026-09-11T11:31:00+01:00,2026-09-11T14:04:00+01:00,153,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/bradford__birmingham/response-11.json,2026-09-08T23:51:20+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
bradford,london,BDI,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:18+01:00,2026-09-11T12:08:00+01:00,2026-09-11T14:53:00+01:00,165,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/bradford__london/response-12.json,2026-09-08T23:51:18+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
bridgend,birmingham,BGN,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:23+01:00,2026-09-11T11:56:00+01:00,2026-09-11T14:19:00+01:00,143,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/bridgend__birmingham/response-12.json,2026-09-08T23:58:23+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
bridgend,london,BGN,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:20+01:00,2026-09-11T10:55:00+01:00,2026-09-11T13:10:00+01:00,135,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/bridgend__london/response-11.json,2026-09-08T23:58:20+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
bristol,birmingham,BRI,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:57:12+01:00,2026-09-11T10:00:00+01:00,2026-09-11T11:19:00+01:00,79,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/bristol__birmingham/response-10.json,2026-09-08T23:57:12+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
bristol,london,BRI,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:57:08+01:00,2026-09-11T10:00:00+01:00,2026-09-11T11:34:00+01:00,94,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/bristol__london/response-10.json,2026-09-08T23:57:08+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
burnley,birmingham,BYM,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:25+01:00,2026-09-11T10:39:00+01:00,2026-09-11T13:33:00+01:00,174,2,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/burnley__birmingham/response-10.json,2026-09-08T23:51:25+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
burnley,london,BYM,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:22+01:00,2026-09-11T10:03:00+01:00,2026-09-11T13:12:00+01:00,189,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/burnley__london/response-10.json,2026-09-08T23:51:22+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
burton-on-trent,birmingham,BUT,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:31+01:00,2026-09-11T13:40:00+01:00,2026-09-11T14:04:00+01:00,24,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/burton-on-trent__birmingham/response-13.json,2026-09-08T23:51:31+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
burton-on-trent,london,BUT,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:27+01:00,2026-09-11T10:52:00+01:00,2026-09-11T12:30:00+01:00,98,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/burton-on-trent__london/response-10.json,2026-09-08T23:51:27+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
cambridge,birmingham,CBG,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:57:57+01:00,2026-09-11T10:00:00+01:00,2026-09-11T12:38:00+01:00,158,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/cambridge__birmingham/response-10.json,2026-09-08T23:57:57+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
cambridge,london,CBG,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:57:54+01:00,2026-09-11T10:42:00+01:00,2026-09-11T11:32:00+01:00,50,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/cambridge__london/response-10.json,2026-09-08T23:57:54+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
cheltenham,birmingham,CNM,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:54+01:00,2026-09-11T10:40:00+01:00,2026-09-11T11:19:00+01:00,39,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/cheltenham__birmingham/response-10.json,2026-09-08T23:58:54+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
cheltenham,london,CNM,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:54+01:00,2026-09-11T13:52:00+01:00,2026-09-11T15:44:00+01:00,112,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/cheltenham__london/response-13.json,2026-09-08T23:58:54+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
chester,birmingham,CTR,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:38+01:00,2026-09-11T10:32:00+01:00,2026-09-11T11:57:00+01:00,85,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/chester__birmingham/response-10.json,2026-09-08T23:51:38+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
chester,london,CTR,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:33+01:00,2026-09-11T10:32:00+01:00,2026-09-11T12:35:00+01:00,123,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/chester__london/response-10.json,2026-09-08T23:51:33+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
chesterfield,birmingham,CHD,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:45+01:00,2026-09-11T11:08:00+01:00,2026-09-11T12:04:00+01:00,56,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/chesterfield__birmingham/response-11.json,2026-09-08T23:51:45+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
chesterfield,london,CHD,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:42+01:00,2026-09-11T10:47:00+01:00,2026-09-11T12:39:00+01:00,112,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/chesterfield__london/response-10.json,2026-09-08T23:51:42+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
colchester,birmingham,COL,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:03+01:00,2026-09-11T10:00:00+01:00,2026-09-11T12:56:00+01:00,176,2,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/colchester__birmingham/response-10.json,2026-09-08T23:58:03+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
colchester,london,COL,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:01+01:00,2026-09-11T10:00:00+01:00,2026-09-11T10:47:00+01:00,47,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/colchester__london/response-10.json,2026-09-08T23:58:01+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
coventry,birmingham,COV,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:54+01:00,2026-09-11T10:35:00+01:00,2026-09-11T10:55:00+01:00,20,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/coventry__birmingham/response-10.json,2026-09-08T23:51:54+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
coventry,london,COV,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:48+01:00,2026-09-11T10:10:00+01:00,2026-09-11T11:06:00+01:00,56,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/coventry__london/response-10.json,2026-09-08T23:51:48+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
darlington,birmingham,DAR,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:00+01:00,2026-09-11T11:05:00+01:00,2026-09-11T13:28:00+01:00,143,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/darlington__birmingham/response-11.json,2026-09-08T23:52:00+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
darlington,london,DAR,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:51:59+01:00,2026-09-11T13:35:00+01:00,2026-09-11T16:07:00+01:00,152,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/darlington__london/response-13.json,2026-09-08T23:51:59+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
derby,birmingham,DBY,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:06+01:00,2026-09-11T10:55:00+01:00,2026-09-11T11:27:00+01:00,32,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/derby__birmingham/response-11.json,2026-09-08T23:52:06+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
derby,london,DBY,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:03+01:00,2026-09-11T10:08:00+01:00,2026-09-11T11:36:00+01:00,88,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/derby__london/response-10.json,2026-09-08T23:52:03+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
doncaster,birmingham,DON,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:13+01:00,2026-09-11T14:00:00+01:00,2026-09-11T15:28:00+01:00,88,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/doncaster__birmingham/response-13.json,2026-09-08T23:52:13+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
doncaster,london,DON,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:08+01:00,2026-09-11T10:08:00+01:00,2026-09-11T11:40:00+01:00,92,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/doncaster__london/response-10.json,2026-09-08T23:52:08+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
durham,birmingham,DHM,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:49+01:00,2026-09-11T10:47:00+01:00,2026-09-11T13:28:00+01:00,161,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/durham__birmingham/response-10.json,2026-09-08T23:58:49+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
durham,london,DHM,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:58:48+01:00,2026-09-11T13:18:00+01:00,2026-09-11T16:07:00+01:00,169,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/durham__london/response-13.json,2026-09-08T23:58:48+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
exeter,birmingham,EXD,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:57:33+01:00,2026-09-11T10:56:00+01:00,2026-09-11T13:19:00+01:00,143,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/exeter__birmingham/response-11.json,2026-09-08T23:57:33+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
exeter,london,EXD,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:57:27+01:00,2026-09-11T10:15:00+01:00,2026-09-11T12:29:00+01:00,134,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/exeter__london/response-10.json,2026-09-08T23:57:27+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
gateshead,birmingham,HEW,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:17+01:00,2026-09-11T10:10:00+01:00,2026-09-11T13:28:00+01:00,198,1,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/gateshead__birmingham/response-10.json,2026-09-08T23:52:17+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
gateshead,london,HEW,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:16+01:00,2026-09-11T12:33:00+01:00,2026-09-11T15:45:00+01:00,192,2,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/gateshead__london/response-12.json,2026-09-08T23:52:16+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
gloucester,birmingham,GCR,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:24+01:00,2026-09-11T11:49:00+01:00,2026-09-11T12:45:00+01:00,56,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/gloucester__birmingham/response-11.json,2026-09-08T23:52:24+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
gloucester,london,GCR,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:20+01:00,2026-09-11T10:19:00+01:00,2026-09-11T11:59:00+01:00,100,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/gloucester__london/response-10.json,2026-09-08T23:52:20+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
halifax,birmingham,HFX,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:29+01:00,2026-09-11T10:52:00+01:00,2026-09-11T13:28:00+01:00,156,2,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/halifax__birmingham/response-10.json,2026-09-08T23:52:29+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
halifax,london,HFX,182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,2026-09-08T23:52:26+01:00,2026-09-11T10:52:00+01:00,2026-09-11T13:44:00+01:00,172,0,,,,https://jpservices.nationalrail.co.uk/journey-planner,transport/halifax__london/response-10.json,2026-09-08T23:52:26+01:00,Medium,TR-NATIONAL-20260908-DIRECT-SUPPLEMENT,Reviewed retained direct responses. Shortest elapsed National Rail Journey Planner itinerary departing in the documented window; changes count equals itinerary legs minus one.
