relative_path,original_url,request_query,retrieved_at,data_period,sha256,mime_type,publisher,licence_or_terms,coverage_limitations
market-stock/resolver/bangor.json,https://los.rightmove.co.uk/typeahead?query=Bangor,GET /typeahead?query=Bangor; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:08Z,Snapshot 2026-09-07,b3e2e659cb03dc5a4e555dbb16d0937ecc2d595c6292324e57f8b999183d4156,application/json,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/resolver/rhyl.json,https://los.rightmove.co.uk/typeahead?query=Rhyl,GET /typeahead?query=Rhyl; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:08Z,Snapshot 2026-09-07,8b9340ea7e832cfa747f06c2b911741363241ba0a45741022a875a92dc6b9ea9,application/json,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/resolver/york.json,https://los.rightmove.co.uk/typeahead?query=York,GET /typeahead?query=York; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:06Z,Snapshot 2026-09-07,626cb4b1fe9c1904ffecd46e1bab334bec97447352f63d25eab176af6c8a46fd,application/json,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/resolver/durham.json,https://los.rightmove.co.uk/typeahead?query=Durham,GET /typeahead?query=Durham; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:07Z,Snapshot 2026-09-07,442c53dd40f0221f91625611f105133b753e0b1db63b051c097cc3b9a0457dcf,application/json,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/resolver/cheltenham.json,https://los.rightmove.co.uk/typeahead?query=Cheltenham,GET /typeahead?query=Cheltenham; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:08Z,Snapshot 2026-09-07,975abed7086d22ddbed69655851f958a82d54c1de2029c7c258cef40933329f1,application/json,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/bristol-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E219&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E219&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:34Z,Snapshot 2026-09-07,11f2c8ea90bb658bfa95314d80d1a2075ff285e28d254cca6b032ec23079caa0,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bristol-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E219&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E219&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:34Z,Snapshot 2026-09-07,39f89cd6b16bddf266ecc05afaa3ad9e0140f275febf7f7aab219b461b898adb,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/southampton-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1231&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1231&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:28Z,Snapshot 2026-09-07,b243e90c92a7bc252b40bb3611559f81ceb2c146d312f1fbdfca9ca25f76746b,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/southampton-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1231&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1231&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:28Z,Snapshot 2026-09-07,ff05531aed641013d72a93b0c94300889dc5212658ec42dd6461f17ed5729f9e,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bournemouth-poole-bournemouth-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E194&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E194&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:31Z,Snapshot 2026-09-07,483f0c316f8b7fb4bb7d7eb138e292f2943e4104a9562c69eb49599134b9aaba,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bournemouth-poole-bournemouth-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E194&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E194&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:32Z,Snapshot 2026-09-07,9ff5e22923dee14a981f7655efb51b7864b545d5c78508182a3e8708e7bc458f,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bournemouth-poole-poole-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1079&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1079&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:41Z,Snapshot 2026-09-07,66bf60b104518ce9b1c41e5ec0aa31302ed73d7f577e243f35c94db60cc86356,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bournemouth-poole-poole-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1079&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1079&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:41Z,Snapshot 2026-09-07,92da85e683627f423ceaea9eabd379aff5117cf2a6de5543ea0ad55a7820f595,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/brighton-hove-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E61480&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E61480&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:37Z,Snapshot 2026-09-07,54b32ef9d1a4f90b45d929405525a2178220ab18c63e6a675b707f2a503aebc8,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/brighton-hove-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E61480&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E61480&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:37Z,Snapshot 2026-09-07,0e060dcb82c9a602e9ef72015d4fd0fc48c11125610760b808c883197900cfdb,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/exeter-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E494&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E494&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:40Z,Snapshot 2026-09-07,56a87b15802451a53d06cef191e88e6f0df181cfde8a8cc871362971ad11bb84,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/exeter-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E494&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E494&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:40Z,Snapshot 2026-09-07,6f2ec710d5199689567bafd6c6dc3888b43364ea94ce115340d44ee5f01d6879,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/reading-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1114&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1114&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:33Z,Snapshot 2026-09-07,94bf20df40b25901ce8891234cb19d6624855e20d515e58bcf1f2112f420e155,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/reading-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1114&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1114&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:33Z,Snapshot 2026-09-07,da3bdb8d7898aa750e517c641315e1ca4b006c839348be3cd169b93c2f3b16ff,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/milton-keynes-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E940&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E940&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:36Z,Snapshot 2026-09-07,179f5319c518c888708b10be33740865c6300131e7cf05f5a4cc0c22a4e25ae9,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/milton-keynes-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E940&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E940&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:36Z,Snapshot 2026-09-07,a52d39845dbda3d8adb375f30e5301d5a11e69b5b47d244e453441de045ffe3e,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/luton-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E876&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E876&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:31Z,Snapshot 2026-09-07,117b92f87ee6e0315875102ccb938803423f0168ca08500b2431638bdcfd7143,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/luton-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E876&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E876&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:31Z,Snapshot 2026-09-07,d2d65cde7995c46670ac254b0b9a5d5d6950952ba9864045d0fb24528be55ebb,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/southend-on-sea-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1232&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1232&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:34Z,Snapshot 2026-09-07,8ca82dc2300436a42cf870fc848606655c3892e89d2e67d621e3086073dcbacf,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
